iter	Passed	Remaining
1659	532675	429990
1660	533330	429939
1661	533853	429780
1662	534463	429691
1663	534978	429525
1664	535600	429445
1665	536172	429324
1666	536785	429234
1667	537282	429053
1668	537935	428995
1669	538449	428825
1670	539098	428762
1671	539608	428588
1672	540261	428527
1673	540766	428349
1674	541392	428265
1675	541899	428087
1676	542553	428024
1677	543072	427855
1678	543673	427750
1679	544195	427582
1680	544804	427481
1681	545301	427293
1682	545923	427202
1683	546437	427025
1684	547057	426931
1685	547545	426734
1686	548167	426641
1687	548705	426482
1688	549348	426403
1689	550022	426348
1690	550675	426276
1691	551193	426100
1692	551807	425996
1693	552311	425808
1694	552941	425715
1695	553437	425520
1696	554053	425416
1697	554544	425215
1698	555189	425133
1699	555708	424953
1700	556369	424881
1701	556890	424702
1702	557552	424630
1703	558073	424449
1704	558717	424362
1705	559245	424187
1706	559877	424089
1707	560407	423915
1708	561040	423817
1709	561573	423643
1710	562186	423528
1711	562719	423354
1712	563349	423251
1713	563867	423065
1714	564480	422948
1715	564997	422760
1716	565632	422659
1717	566140	422463
1718	566828	422400
1719	567386	422241
1720	568010	422129
1721	568507	421923
1722	569355	421977
1723	569876	421788
1724	570535	421700
1725	571035	421494
1726	571664	421382
1727	572182	421189
1728	572794	421065
1729	573318	420875
1730	573997	420798
1731	574528	420613
1732	575161	420501
1733	575670	420299
1734	576337	420211
1735	576853	420012
1736	577493	419904
1737	577996	419696
1738	578621	419575
1739	579154	419387
1740	579772	419260
1741	580295	419065
1742	580928	418948
1743	581459	418757
1744	582110	418652
1745	582643	418462
1746	583291	418354
1747	583797	418143
1748	584434	418026
1749	585021	417872
1750	585664	417758
1751	586169	417545
1752	586818	417434
1753	587327	417223
1754	587963	417102
1755	588469	416888
1756	589111	416770
1757	589624	416560
1758	590243	416425
1759	590776	416228
1760	591400	416095
1761	591910	415882
1762	592545	415756
1763	593090	415566
1764	593721	415437
1765	594237	415225
1766	594857	415087
1767	595400	414894
1768	596026	414759
1769	596537	414542
1770	597246	414464
1771	597813	414285
1772	598453	414158
1773	598965	413941
1774	599623	413824
1775	600139	413609
1776	600779	413479
1777	601286	413257
1778	601922	413123
1779	602426	412899
1780	603090	412783
1781	603635	412586
1782	604266	412446
1783	604775	412223
1784	605404	412082
1785	605950	411883
1786	606573	411737
1787	607081	411511
1788	607739	411387
1789	608250	411163
1790	608888	411025
1791	609406	410805
1792	610066	410680
1793	610575	410453
1794	611203	410306
1795	611765	410114
1796	612508	410043
1797	613035	409827
1798	613700	409702
1799	614265	409510
1800	614941	409391
1801	615511	409202
1802	616262	409132
1803	616831	408941
1804	617509	408821
1805	618005	408581
1806	618651	408440
1807	619154	408203
1808	619782	408048
1809	620341	407848
1810	620981	407701
1811	621696	407602
1812	622334	407452
1813	622863	407230
1814	623506	407082
1815	624024	406853
1816	624660	406699
1817	625170	406464
1818	625798	406304
1819	626302	406064
1820	626953	405918
1821	627473	405688
1822	628098	405524
1823	628627	405299
1824	629292	405160
1825	629841	404947
1826	630479	404790
1827	631045	404587
1828	631681	404428
1829	632177	404179
1830	632809	404016
1831	633344	403791
1832	633985	403634
1833	634538	403419
1834	635239	403299
1835	635863	403128
1836	636523	402981
1837	637038	402741
1838	637713	402601
1839	638220	402356
1840	638852	402189
1841	639362	401944
1842	640010	401786
1843	640522	401542
1844	641150	401370
1845	641712	401157
1846	642343	400986
1847	642844	400734
1848	643464	400555
1849	644031	400344
1850	644662	400171
1851	645157	399913
1852	645793	399743
1853	646311	399500
1854	647074	399407
1855	647772	399273
1856	648571	399201
1857	649176	399009
1858	649834	398849
1859	650358	398607
1860	650996	398433
1861	651644	398266
1862	652586	398277
1863	653173	398071
1864	653963	397988
1865	654565	397790
1866	655358	397708
1867	656041	397558
1868	656963	397552
1869	657639	397397
1870	658400	397292
1871	658946	397057
1872	659661	396923
1873	660236	396705
1874	660954	396572
1875	661539	396359
1876	662260	396227
1877	662849	396015
1878	663495	395837
1879	664008	395579
1880	664650	395398
1881	665194	395158
1882	665912	395020
1883	666461	394782
1884	667194	394653
1885	667751	394419
1886	668437	394261
1887	668952	394001
1888	669605	393823
1889	670116	393560
1890	670759	393375
1891	671266	393109
1892	671936	392938
1893	672439	392670
1894	673077	392480
1895	673582	392212
1896	674229	392026
1897	674763	391775
1898	675620	391710
1899	676154	391457
1900	676782	391259
1901	677375	391040
1902	678082	390886
1903	678644	390648
1904	679337	390485
1905	679932	390265
1906	680759	390178
1907	681361	389961
1908	682132	389841
1909	682735	389624
1910	683500	389498
1911	684149	389306
1912	684883	389162
1913	685491	388946
1914	686155	388761
1915	686730	388525
1916	687393	388339
1917	687965	388101
1918	688678	387942
1919	689240	387697
1920	689926	387522
1921	690516	387292
1922	690912	386954
1923	691076	386485
1924	691313	386058
1925	691464	385582
1926	691680	385144
1927	691841	384675
1928	692052	384234
1929	692192	383754
1930	692395	383309
1931	692537	382831
1932	692753	382394
1933	692902	381920
1934	693116	381482
1935	693249	381000
1936	693447	380554
1937	693584	380075
1938	693786	379632
1939	693929	379157
1940	694152	378726
1941	694289	378248
1942	694495	377808
1943	694629	377329
1944	694833	376889
1945	694970	376412
1946	695173	375972
1947	695302	375491
1948	695514	375056
1949	695646	374578
1950	695851	374140
1951	695981	373661
1952	696177	373219
1953	696310	372743
1954	696511	372303
1955	696637	371824
1956	696842	371388
1957	696965	370908
1958	697176	370475
1959	697298	369995
1960	697494	369554
1961	697620	369077
1962	697813	368635
1963	697947	368163
1964	698141	367723
1965	698267	367247
1966	698460	366807
1967	698591	366334
1968	698795	365900
1969	698928	365429
1970	699112	364985
1971	699231	364508
1972	699422	364068
1973	699542	363592
1974	699725	363148
1975	699850	362675
1976	700048	362240
1977	700169	361766
1978	700354	361324
1979	700480	360853
1980	700660	360410
1981	700785	359939
1982	700974	359501
1983	701095	359028
1984	701280	358589
1985	701402	358118
1986	701598	357684
1987	701720	357213
1988	701914	356780
1989	702044	356314
1990	702231	355877
1991	702355	355408
1992	702546	354974
1993	702673	354508
1994	702860	354072
1995	702986	353606
1996	703170	353169
1997	703292	352702
1998	703479	352267
1999	703602	351801
2000	703790	351367
2001	703913	350901
2002	704102	350469
2003	704229	350006
2004	704413	349571
2005	704536	349107
2006	704722	348674
2007	704848	348212
2008	705033	347778
2009	705164	347319
2010	705351	346888
2011	705474	346426
2012	705656	345992
2013	705784	345533
2014	705975	345104
2015	706104	344646
2016	706290	344215
2017	706409	343753
2018	706593	343322
2019	706716	342862
2020	706903	342433
2021	707027	341974
2022	707223	341550
2023	707347	341092
2024	707536	340665
2025	707660	340208
2026	707846	339780
2027	707973	339324
2028	708156	338895
2029	708287	338442
2030	708469	338014
2031	708601	337562
2032	708786	337135
2033	708912	336681
2034	709102	336257
2035	709224	335801
2036	709412	335377
2037	709538	334924
2038	709724	334499
2039	709850	334047
2040	710036	333623
2041	710163	333171
2042	710354	332750
2043	710482	332300
2044	710676	331880
2045	710800	331429
2046	710989	331007
2047	711116	330557
2048	711307	330138
2049	711441	329692
2050	711630	329272
2051	711761	328825
2052	711949	328405
2053	712070	327954
2054	712264	327537
2055	712389	327089
2056	712574	326668
2057	712700	326221
2058	712882	325800
2059	713005	325352
2060	713195	324934
2061	713322	324488
2062	713509	324070
2063	713639	323627
2064	713829	323211
2065	713953	322765
2066	714138	322347
2067	714262	321901
2068	714457	321488
2069	714581	321043
2070	714770	320628
2071	714897	320185
2072	715077	319766
2073	715204	319324
2074	715384	318906
2075	715504	318461
2076	715691	318046
2077	715818	317605
2078	716002	317190
2079	716121	316746
2080	716316	316335
2081	716439	315893
2082	716623	315479
2083	716742	315036
2084	716933	314625
2085	717066	314189
2086	717257	313778
2087	717378	313337
2088	717570	312927
2089	717694	312488
2090	717874	312074
2091	717995	311634
2092	718183	311224
2093	718352	310805
2094	718538	310394
2095	718654	309954
2096	718846	309546
2097	718964	309106
2098	719148	308695
2099	719268	308257
2100	719447	307845
2101	719568	307408
2102	719758	307000
2103	719876	306563
2104	720062	306154
2105	720180	305717
2106	720359	305306
2107	720478	304870
2108	720666	304463
2109	720788	304029
2110	720985	303626
2111	721105	303191
2112	721305	302791
2113	721427	302357
2114	721606	301948
2115	721725	301514
2116	721914	301110
2117	722035	300677
2118	722217	300270
2119	722335	299837
2120	722528	299435
2121	722646	299002
2122	722829	298597
2123	722950	298166
2124	723131	297759
2125	723252	297329
2126	723434	296924
2127	723556	296494
2128	723736	296089
2129	723855	295659
2130	724039	295255
2131	724166	294829
2132	724354	294428
2133	724473	293998
2134	724664	293599
2135	724783	293171
2136	724966	292768
2137	725085	292340
2138	725266	291937
2139	725385	291510
2140	725566	291107
2141	725684	290680
2142	725871	290280
2143	725996	289856
2144	726178	289455
2145	726298	289030
2146	726481	288630
2147	726600	288204
2148	726785	287805
2149	726904	287380
2150	727097	286985
2151	727224	286564
2152	727406	286164
2153	727524	285740
2154	727704	285341
2155	727822	284917
2156	728008	284520
2157	728134	284100
2158	728316	283702
2159	728433	283279
2160	728614	282881
2161	728733	282460
2162	728919	282064
2163	729038	281643
2164	729217	281245
2165	729334	280824
2166	729518	280428
2167	729637	280008
2168	729822	279613
2169	729945	279195
2170	730138	278804
2171	730263	278387
2172	730443	277992
2173	730563	277573
2174	730744	277179
2175	730861	276759
2176	731045	276366
2177	731162	275948
2178	731344	275554
2179	731475	275142
2180	731658	274749
2181	731780	274333
2182	731968	273943
2183	732097	273530
2184	732297	273145
2185	732427	272733
2186	732615	272343
2187	732741	271931
2188	732937	271545
2189	733056	271130
2190	733238	270739
2191	733358	270325
2192	733539	269934
2193	733660	269521
2194	733850	269134
2195	733970	268721
2196	734158	268333
2197	734277	267920
2198	734463	267533
2199	734585	267121
2200	734769	266733
2201	734892	266323
2202	735084	265938
2203	735205	265528
2204	735416	265150
2205	735542	264741
2206	735725	264354
2207	735849	263946
2208	736042	263562
2209	736165	263154
2210	736346	262766
2211	736474	262360
2212	736662	261976
2213	736787	261569
2214	736975	261185
2215	737097	260778
2216	737281	260393
2217	737405	259987
2218	737590	259602
2219	737713	259196
2220	737901	258813
2221	738021	258407
2222	738209	258024
2223	738327	257617
2224	738521	257237
2225	738647	256834
2226	738835	256452
2227	738966	256051
2228	739147	255667
2229	739267	255262
2230	739447	254879
2231	739564	254473
2232	739745	254090
2233	739865	253687
2234	740056	253307
2235	740178	252905
2236	740366	252525
2237	740486	252122
2238	740676	251744
2239	740797	251342
2240	740985	250962
2241	741108	250562
2242	741296	250183
2243	741415	249781
2244	741597	249401
2245	741717	249000
2246	741897	248619
2247	742021	248220
2248	742205	247841
2249	742327	247442
2250	742516	247065
2251	742645	246668
2252	742825	246289
2253	742946	245890
2254	743143	245517
2255	743269	245120
2256	743447	244741
2257	743562	244341
2258	743743	243963
2259	743856	243563
2260	744036	243185
2261	744154	242787
2262	744336	242410
2263	744453	242013
2264	744641	241638
2265	744766	241243
2266	744952	240869
2267	745072	240473
2268	745262	240100
2269	745378	239703
2270	745564	239329
2271	745683	238933
2272	745865	238558
2273	745986	238164
2274	746167	237789
2275	746285	237394
2276	746465	237020
2277	746582	236625
2278	746763	236251
2279	746884	235858
2280	747062	235483
2281	747179	235089
2282	747368	234718
2283	747487	234326
2284	747669	233953
2285	747787	233560
2286	747973	233189
2287	748092	232797
2288	748273	232425
2289	748388	232033
2290	748586	231666
2291	748705	231275
2292	748881	230902
2293	749005	230513
2294	749192	230144
2295	749315	229755
2296	749495	229384
2297	749614	228994
2298	749801	228625
2299	749920	228236
2300	750101	227866
2301	750222	227478
2302	750402	227108
2303	750523	226720
2304	750702	226350
2305	750823	225963
2306	751010	225596
2307	751136	225210
2308	751319	224842
2309	751438	224455
2310	751625	224089
2311	751743	223702
2312	751926	223334
2313	752046	222948
2314	752238	222584
2315	752351	222197
2316	752542	221832
2317	752664	221448
2318	752849	221082
2319	752966	220697
2320	753152	220332
2321	753283	219950
2322	753469	219586
2323	753597	219204
2324	753780	218839
2325	753900	218456
2326	754083	218091
2327	754206	217709
2328	754389	217344
2329	754509	216962
2330	754695	216598
2331	754814	216216
2332	755000	215853
2333	755120	215471
2334	755306	215108
2335	755426	214727
2336	755608	214363
2337	755728	213983
2338	755913	213620
2339	756033	213240
2340	756216	212877
2341	756336	212497
2342	756517	212134
2343	756638	211755
2344	756816	211392
2345	756933	211012
2346	757117	210650
2347	757235	210271
2348	757429	209913
2349	757549	209534
2350	757733	209174
2351	757855	208796
2352	758046	208438
2353	758162	208059
2354	758357	207703
2355	758477	207325
2356	758658	206965
2357	758774	206587
2358	758953	206226
2359	759073	205850
2360	759261	205492
2361	759380	205116
2362	759576	204761
2363	759699	204386
2364	759878	204026
2365	759996	203650
2366	760178	203292
2367	760299	202917
2368	760488	202561
2369	760610	202187
2370	760794	201830
2371	760911	201455
2372	761094	201098
2373	761215	200724
2374	761397	200367
2375	761518	199994
2376	761705	199639
2377	761827	199266
2378	762014	198911
2379	762138	198540
2380	762338	198188
2381	762456	197816
2382	762643	197461
2383	762759	197088
2384	762946	196734
2385	763063	196362
2386	763249	196008
2387	763371	195637
2388	763554	195283
2389	763679	194913
2390	763861	194559
2391	763981	194189
2392	764168	193836
2393	764283	193465
2394	764473	193113
2395	764641	192756
2396	764820	192401
2397	764940	192032
2398	765135	191682
2399	765254	191313
2400	765449	190963
2401	765568	190595
2402	765774	190248
2403	765895	189880
2404	766077	189528
2405	766198	189161
2406	766392	188812
2407	766516	188445
2408	766708	188096
2409	766837	187732
2410	767016	187379
2411	767135	187013
2412	767315	186661
2413	767435	186295
2414	767636	185949
2415	767753	185582
2416	767936	185232
2417	768053	184866
2418	768236	184516
2419	768355	184151
2420	768546	183803
2421	768670	183440
2422	768852	183090
2423	768968	182725
2424	769160	182378
2425	769281	182014
2426	769463	181665
2427	769586	181302
2428	769765	180953
2429	769886	180590
2430	770068	180242
2431	770189	179879
2432	770379	179533
2433	770501	179171
2434	770682	178823
2435	770801	178461
2436	770983	178114
2437	771102	177752
2438	771286	177405
2439	771408	177044
2440	771596	176699
2441	771720	176339
2442	771901	175992
2443	772027	175633
2444	772215	175288
2445	772330	174926
2446	772509	174580
2447	772625	174219
2448	772803	173872
2449	772924	173513
2450	773107	173168
2451	773224	172808
2452	773406	172463
2453	773524	172104
2454	773723	171763
2455	773840	171404
2456	774031	171061
2457	774154	170704
2458	774342	170361
2459	774460	170003
2460	774648	169660
2461	774763	169302
2462	774950	168959
2463	775068	168602
2464	775252	168259
2465	775374	167903
2466	775566	167562
2467	775688	167206
2468	775875	166865
2469	775993	166508
2470	776190	166169
2471	776312	165814
2472	776500	165473
2473	776630	165120
2474	776817	164779
2475	776944	164426
2476	777126	164084
2477	777253	163731
2478	777439	163390
2479	777566	163038
2480	777767	162701
2481	777888	162347
2482	778075	162007
2483	778194	161653
2484	778381	161314
2485	778506	160962
2486	778696	160623
2487	778811	160269
2488	778997	159930
2489	779118	159578
2490	779302	159239
2491	779423	158887
2492	779608	158548
2493	779726	158196
2494	779921	157859
2495	780039	157508
2496	780229	157170
2497	780347	156819
2498	780530	156480
2499	780652	156130
2500	780832	155791
2501	780957	155442
2502	781153	155107
2503	781274	154757
2504	781456	154419
2505	781576	154069
2506	781760	153732
2507	781877	153382
2508	782058	153045
2509	782179	152696
2510	782370	152361
2511	782489	152012
2512	782688	151679
2513	782810	151330
2514	782993	150994
2515	783109	150645
2516	783287	150309
2517	783406	149961
2518	783587	149625
2519	783703	149276
2520	783885	148941
2521	784002	148593
2522	784195	148260
2523	784313	147913
2524	784511	147581
2525	784631	147234
2526	784819	146901
2527	784934	146554
2528	785112	146219
2529	785232	145873
2530	785418	145539
2531	785545	145195
2532	785732	144862
2533	785850	144517
2534	786034	144183
2535	786150	143838
2536	786331	143504
2537	786454	143160
2538	786638	142827
2539	786757	142483
2540	786940	142150
2541	787060	141807
2542	787244	141474
2543	787363	141131
2544	787550	140799
2545	787669	140456
2546	787869	140127
2547	787982	139783
2548	788164	139451
2549	788281	139108
2550	788474	138779
2551	788592	138436
2552	788773	138104
2553	788889	137762
2554	789074	137431
2555	789195	137090
2556	789374	136759
2557	789490	136416
2558	789686	136088
2559	789806	135748
2560	789987	135417
2561	790104	135076
2562	790286	134746
2563	790402	134405
2564	790589	134076
2565	790707	133736
2566	790898	133408
2567	791017	133068
2568	791199	132739
2569	791323	132400
2570	791523	132074
2571	791645	131735
2572	791824	131406
2573	791940	131067
2574	792124	130739
2575	792243	130400
2576	792427	130072
2577	792550	129734
2578	792753	129410
2579	792869	129071
2580	793051	128744
2581	793173	128406
2582	793364	128080
2583	793483	127743
2584	793668	127416
2585	793790	127080
2586	793973	126753
2587	794095	126417
2588	794283	126091
2589	794403	125755
2590	794602	125431
2591	794721	125095
2592	794904	124769
2593	795023	124433
2594	795207	124107
2595	795326	123771
2596	795529	123449
2597	795646	123113
2598	795828	122788
2599	795944	122452
2600	796129	122128
2601	796245	121793
2602	796430	121468
2603	796554	121135
2604	796746	120811
2605	796864	120477
2606	797066	120156
2607	797191	119823
2608	797380	119500
2609	797507	119167
2610	797698	118845
2611	797832	118514
2612	798022	118191
2613	798141	117858
2614	798338	117537
2615	798453	117204
2616	798653	116883
2617	798790	116553
2618	798998	116234
2619	799138	115905
2620	799358	115588
2621	799503	115260
2622	799699	114939
2623	799826	114609
2624	800015	114287
2625	800138	113957
2626	800320	113635
2627	800437	113303
2628	800619	112982
2629	800739	112651
2630	800924	112330
2631	801043	112000
2632	801225	111678
2633	801346	111348
2634	801529	111027
2635	801651	110698
2636	801858	110380
2637	801980	110051
2638	802164	109731
2639	802282	109402
2640	802466	109081
2641	802586	108753
2642	802767	108432
2643	802890	108104
2644	803071	107784
2645	803188	107456
2646	803371	107136
2647	803491	106808
2648	803672	106488
2649	803794	106161
2650	803983	105843
2651	804102	105515
2652	804288	105197
2653	804408	104870
2654	804586	104550
2655	804706	104223
2656	804889	103905
2657	805010	103579
2658	805191	103260
2659	805311	102934
2660	805493	102616
2661	805616	102290
2662	805804	101973
2663	805927	101648
2664	806117	101331
2665	806245	101007
2666	806438	100691
2667	806572	100368
2668	806765	100052
2669	806888	99727
2670	807078	99411
2671	807209	99088
2672	807396	98772
2673	807513	98447
2674	807694	98131
2675	807817	97807
2676	808001	97491
2677	808117	97167
2678	808299	96851
2679	808418	96527
2680	808605	96212
2681	808724	95889
2682	808917	95574
2683	809037	95251
2684	809228	94937
2685	809348	94614
2686	809527	94299
2687	809648	93977
2688	809835	93662
2689	809956	93340
2690	810166	93029
2691	810287	92707
2692	810474	92393
2693	810590	92071
2694	810772	91757
2695	810890	91435
2696	811072	91121
2697	811188	90800
2698	811377	90487
2699	811495	90166
2700	811690	89853
2701	811808	89533
2702	811990	89219
2703	812108	88899
2704	812288	88585
2705	812409	88266
2706	812593	87953
2707	812715	87634
2708	812900	87321
2709	813021	87002
2710	813216	86691
2711	813337	86372
2712	813521	86059
2713	813643	85741
2714	813829	85429
2715	813950	85111
2716	814139	84799
2717	814266	84482
2718	814443	84170
2719	814563	83852
2720	814745	83540
2721	814863	83222
2722	815043	82911
2723	815165	82593
2724	815354	82283
2725	815476	81966
2726	815659	81655
2727	815773	81338
2728	815965	81028
2729	816088	80712
2730	816273	80401
2731	816396	80085
2732	816589	79776
2733	816707	79460
2734	816892	79150
2735	817013	78834
2736	817197	78525
2737	817317	78209
2738	817501	77899
2739	817623	77584
2740	817826	77277
2741	817946	76962
2742	818129	76653
2743	818251	76338
2744	818445	76030
2745	818564	75715
2746	818746	75406
2747	818868	75092
2748	819053	74784
2749	819173	74470
2750	819359	74162
2751	819477	73848
2752	819662	73540
2753	819780	73226
2754	819967	72919
2755	820090	72605
2756	820273	72298
2757	820391	71985
2758	820576	71677
2759	820696	71364
2760	820887	71058
2761	821004	70745
2762	821186	70438
2763	821307	70126
2764	821494	69819
2765	821613	69507
2766	821797	69200
2767	821918	68889
2768	822101	68582
2769	822220	68271
2770	822409	67965
2771	822530	67654
2772	822715	67348
2773	822835	67037
2774	823015	66730
2775	823133	66419
2776	823314	66114
2777	823435	65803
2778	823617	65498
2779	823738	65187
2780	823926	64883
2781	824046	64572
2782	824226	64267
2783	824346	63957
2784	824528	63653
2785	824647	63343
2786	824841	63039
2787	824960	62730
2788	825138	62425
2789	825256	62116
2790	825442	61812
2791	825560	61503
2792	825765	61200
2793	825884	60891
2794	826079	60589
2795	826199	60280
2796	826381	59976
2797	826502	59668
2798	826686	59365
2799	826807	59057
2800	826990	58754
2801	827111	58446
2802	827301	58144
2803	827423	57837
2804	827616	57534
2805	827733	57227
2806	827917	56924
2807	828036	56617
2808	828222	56315
2809	828349	56009
2810	828533	55707
2811	828664	55401
2812	828846	55099
2813	828966	54793
2814	829147	54491
2815	829264	54184
2816	829448	53883
2817	829569	53577
2818	829756	53276
2819	829879	52971
2820	830063	52669
2821	830181	52364
2822	830367	52063
2823	830492	51758
2824	830676	51457
2825	830794	51152
2826	830983	50852
2827	831102	50547
2828	831292	50247
2829	831415	49943
2830	831595	49643
2831	831715	49339
2832	831897	49038
2833	832019	48735
2834	832209	48435
2835	832327	48131
2836	832516	47832
2837	832633	47528
2838	832810	47228
2839	832931	46925
2840	833133	46627
2841	833249	46324
2842	833437	46025
2843	833554	45722
2844	833732	45423
2845	833850	45120
2846	834053	44822
2847	834191	44521
2848	834377	44222
2849	834500	43921
2850	834682	43622
2851	834800	43320
2852	834981	43022
2853	835102	42720
2854	835281	42422
2855	835400	42121
2856	835580	41822
2857	835696	41521
2858	835885	41224
2859	836008	40923
2860	836200	40626
2861	836332	40326
2862	836513	40028
2863	836632	39728
2864	836817	39431
2865	836935	39130
2866	837121	38834
2867	837247	38534
2868	837427	38237
2869	837551	37937
2870	837736	37641
2871	837856	37341
2872	838043	37045
2873	838167	36746
2874	838355	36450
2875	838473	36151
2876	838652	35854
2877	838769	35555
2878	838966	35260
2879	839088	34962
2880	839281	34666
2881	839402	34368
2882	839582	34072
2883	839705	33774
2884	839906	33479
2885	840025	33181
2886	840207	32886
2887	840326	32588
2888	840512	32293
2889	840631	31996
2890	840813	31701
2891	840939	31404
2892	841126	31109
2893	841248	30812
2894	841435	30518
2895	841555	30221
2896	841742	29927
2897	841867	29630
2898	842058	29336
2899	842179	29040
2900	842365	28746
2901	842489	28450
2902	842674	28156
2903	842795	27861
2904	842986	27567
2905	843106	27271
2906	843296	26978
2907	843422	26683
2908	843605	26389
2909	843725	26094
2910	843912	25801
2911	844034	25506
2912	844215	25213
2913	844334	24918
2914	844517	24625
2915	844637	24331
2916	844818	24038
2917	844939	23744
2918	845127	23451
2919	845253	23157
2920	845438	22865
2921	845560	22571
2922	845748	22279
2923	845870	21985
2924	846068	21694
2925	846187	21400
2926	846380	21108
2927	846501	20815
2928	846683	20523
2929	846800	20230
2930	846979	19939
2931	847097	19646
2932	847280	19354
2933	847402	19062
2934	847605	18771
2935	847730	18479
2936	847918	18188
2937	848040	17896
2938	848219	17605
2939	848338	17313
2940	848519	17022
2941	848639	16730
2942	848825	16440
2943	848950	16148
2944	849134	15858
2945	849260	15566
2946	849444	15276
2947	849568	14985
2948	849760	14695
2949	849885	14404
2950	850069	14115
2951	850191	13824
2952	850376	13534
2953	850496	13244
2954	850688	12954
2955	850806	12664
2956	850991	12374
2957	851110	12084
2958	851290	11795
2959	851414	11505
2960	851598	11216
2961	851718	10926
2962	851910	10638
2963	852032	10348
2964	852219	10059
2965	852340	9770
2966	852528	9482
2967	852651	9193
2968	852855	8904
2969	852973	8615
2970	853156	8327
2971	853273	8038
2972	853454	7750
2973	853572	7462
2974	853756	7174
2975	853876	6886
2976	854062	6598
2977	854181	6310
2978	854363	6022
2979	854484	5734
2980	854666	5447
2981	854784	5159
2982	854967	4872
2983	855086	4584
2984	855266	4297
2985	855387	4010
2986	855571	3723
2987	855732	3436
2988	855919	3149
2989	856041	2863
2990	856222	2576
2991	856342	2289
2992	856541	2003
2993	856659	1716
2994	856853	1430
2995	856972	1144
2996	857156	858
2997	857278	571
2998	857459	285
2999	857579	0
