iter	RMSE
1607	0.867530375
1608	0.8673686298
1609	0.8671083705
1610	0.8668679014
1611	0.8667010289
1612	0.866393695
1613	0.8662176465
1614	0.8660404967
1615	0.8658141975
1616	0.8655533272
1617	0.8653403373
1618	0.865131878
1619	0.8649338782
1620	0.8647009073
1621	0.8644810933
1622	0.8642888331
1623	0.863983715
1624	0.8638084775
1625	0.8635635093
1626	0.8634786882
1627	0.86329755
1628	0.8631341031
1629	0.8628903822
1630	0.8627361228
1631	0.8624336914
1632	0.8622268275
1633	0.8620447334
1634	0.8617801639
1635	0.861586529
1636	0.8612885589
1637	0.8611012399
1638	0.8607714791
1639	0.8604419886
1640	0.8601895504
1641	0.8599569509
1642	0.8598300904
1643	0.8595911384
1644	0.8594299721
1645	0.8591948503
1646	0.8590078616
1647	0.8587055597
1648	0.8585417665
1649	0.8583829115
1650	0.8583278698
1651	0.8580996445
1652	0.8579346874
1653	0.8578541209
1654	0.8576611794
1655	0.8574824615
1656	0.8572551626
1657	0.8570641351
1658	0.856932541
1659	0.8567057238
1660	0.8565012864
1661	0.8564534308
1662	0.856208802
1663	0.8559445525
1664	0.8557236737
1665	0.8554075785
1666	0.8551753245
1667	0.8549641903
1668	0.8547329017
1669	0.8544639766
1670	0.8541251819
1671	0.8539473697
1672	0.8538009587
1673	0.8534950593
1674	0.8531909878
1675	0.8530529536
1676	0.8527545286
1677	0.8525615485
1678	0.8523635161
1679	0.8520984876
1680	0.8517836239
1681	0.8515251654
1682	0.8512950997
1683	0.8512237044
1684	0.8510081549
1685	0.8507327249
1686	0.8506933594
1687	0.8504123381
1688	0.8503321152
1689	0.8502002897
1690	0.8500283224
1691	0.84981868
1692	0.8497326501
1693	0.8494911147
1694	0.8491806515
1695	0.849134146
1696	0.8489293484
1697	0.8486817595
1698	0.8484236785
1699	0.8483313127
1700	0.848104357
1701	0.847745178
1702	0.8476824637
1703	0.8474241292
1704	0.8472458951
1705	0.8470064442
1706	0.8468434284
1707	0.8467730441
1708	0.8465317493
1709	0.8462908869
1710	0.8461102939
1711	0.8458354658
1712	0.8456148585
1713	0.8453722763
1714	0.8453038184
1715	0.8451108922
1716	0.8449499279
1717	0.8447724378
1718	0.8446539022
1719	0.8445998087
1720	0.8443954321
1721	0.8441528351
1722	0.8439194043
1723	0.8436573447
1724	0.8434870572
1725	0.8432229182
1726	0.8430367334
1727	0.8428765362
1728	0.8427104177
1729	0.8425263703
1730	0.8423722628
1731	0.842130734
1732	0.8418855663
1733	0.8417020681
1734	0.8415019844
1735	0.8413134341
1736	0.8410527328
1737	0.8407496677
1738	0.8405958448
1739	0.8404166654
1740	0.8401969131
1741	0.8398830646
1742	0.8396783256
1743	0.8396064407
1744	0.8394022697
1745	0.8391689136
1746	0.838917611
1747	0.8386928777
1748	0.8385162354
1749	0.8383575647
1750	0.8380634202
1751	0.8378955131
1752	0.8376921578
1753	0.8374819246
1754	0.8372838552
1755	0.8372359222
1756	0.8369414539
1757	0.8366585983
1758	0.8365758383
1759	0.8363951028
1760	0.836138317
1761	0.8359331293
1762	0.8357056376
1763	0.8354416031
1764	0.83526851
1765	0.8351704018
1766	0.8349836406
1767	0.8348178677
1768	0.8345062656
1769	0.8342041846
1770	0.8339357275
1771	0.8338727456
1772	0.8336755276
1773	0.8335307155
1774	0.8333596405
1775	0.8330993422
1776	0.8328491318
1777	0.8327601843
1778	0.8325368872
1779	0.8322885385
1780	0.8320028432
1781	0.831738927
1782	0.8314789434
1783	0.8312774445
1784	0.8309951667
1785	0.8308392534
1786	0.8306107132
1787	0.8303164727
1788	0.8301364566
1789	0.8298699973
1790	0.8297758826
1791	0.8295854992
1792	0.8293799887
1793	0.8290996082
1794	0.8290135115
1795	0.8288862894
1796	0.8286871795
1797	0.828560039
1798	0.8283747326
1799	0.8282012557
1800	0.8280214674
1801	0.8278506069
1802	0.827732922
1803	0.8274984022
1804	0.8273243915
1805	0.8270635104
1806	0.8269310957
1807	0.8267459984
1808	0.8264335962
1809	0.8261651367
1810	0.8259050872
1811	0.8256474966
1812	0.8254113118
1813	0.8252601407
1814	0.8251405688
1815	0.8249262478
1816	0.824721906
1817	0.8246912543
1818	0.8246513172
1819	0.8244149582
1820	0.8242549724
1821	0.8240138856
1822	0.8238913363
1823	0.8235509902
1824	0.8233152684
1825	0.8230640474
1826	0.8228174556
1827	0.8225744457
1828	0.822432513
1829	0.8222725294
1830	0.822175819
1831	0.8218765511
1832	0.821837744
1833	0.8216725235
1834	0.8216185487
1835	0.8213823651
1836	0.8212317815
1837	0.8209681736
1838	0.8207886242
1839	0.82054507
1840	0.8202925422
1841	0.8202028848
1842	0.8199916948
1843	0.8197707909
1844	0.8194828775
1845	0.8192552283
1846	0.8190905674
1847	0.8189623759
1848	0.8186884133
1849	0.8183617608
1850	0.8180998023
1851	0.8180049436
1852	0.8177484713
1853	0.8175689886
1854	0.8174286118
1855	0.8172469493
1856	0.8171686877
1857	0.8169499063
1858	0.8167567335
1859	0.8166815303
1860	0.8165837082
1861	0.816366356
1862	0.8161722005
1863	0.8159796888
1864	0.8157770407
1865	0.8156245413
1866	0.815423123
1867	0.8151780649
1868	0.8149843444
1869	0.8149406997
1870	0.8147718891
1871	0.8145924394
1872	0.8144493889
1873	0.814342247
1874	0.814087378
1875	0.8138605125
1876	0.8137522012
1877	0.8135910504
1878	0.8133731327
1879	0.8131553543
1880	0.8130140032
1881	0.8128096446
1882	0.8125538371
1883	0.8121898172
1884	0.8119812708
1885	0.8118211702
1886	0.8117266594
1887	0.8114943048
1888	0.8112634977
1889	0.8110784769
1890	0.8107763322
1891	0.8106119677
1892	0.8104473831
1893	0.8103862616
1894	0.8102264067
1895	0.8100185567
1896	0.8098430626
1897	0.8096547371
1898	0.8094361832
1899	0.8092619995
1900	0.80904602
1901	0.8087630711
1902	0.808586092
1903	0.808465362
1904	0.808271277
1905	0.8080627461
1906	0.807918401
1907	0.8078083654
1908	0.807558084
1909	0.8073231585
1910	0.8070682053
1911	0.8068210783
1912	0.8067259783
1913	0.8064729603
1914	0.8062628455
1915	0.8060670084
1916	0.8056635
1917	0.805477391
1918	0.8052650598
1919	0.8050559019
1920	0.8048261384
1921	0.8045432606
1922	0.8042248517
1923	0.8041187967
1924	0.8038880799
1925	0.8036108574
1926	0.8034597241
1927	0.803240487
1928	0.803065332
1929	0.8028909247
1930	0.8027474656
1931	0.8026066698
1932	0.8023759948
1933	0.8021357741
1934	0.801886483
1935	0.8016302144
1936	0.8014779691
1937	0.8013534217
1938	0.8010794087
1939	0.800881342
1940	0.8007217706
1941	0.8005024592
1942	0.8001989856
1943	0.8000198816
1944	0.7997762623
1945	0.7996282185
1946	0.7992992541
1947	0.7991518156
1948	0.7990318246
1949	0.7988953701
1950	0.7986672137
1951	0.7985096384
1952	0.7981992873
1953	0.7979924333
1954	0.7977842575
1955	0.7975862768
1956	0.7973614558
1957	0.7971712552
1958	0.7969679099
1959	0.7968307842
1960	0.796670395
1961	0.7964567804
1962	0.7963514063
1963	0.7962224201
1964	0.7960274889
1965	0.7958899716
1966	0.7957488536
1967	0.7955494358
1968	0.7953145828
1969	0.7950179026
1970	0.794831376
1971	0.7946851497
1972	0.7944796513
1973	0.7942613039
1974	0.7941248289
1975	0.7938423217
1976	0.7936917795
1977	0.7935757995
1978	0.7933656135
1979	0.7931108354
1980	0.7928133158
1981	0.792674886
1982	0.7925344839
1983	0.7924824869
1984	0.7923133204
1985	0.7921180258
1986	0.7919329472
1987	0.7917222084
1988	0.7915189216
1989	0.7913334952
1990	0.7912153409
1991	0.7909693625
1992	0.7908417814
1993	0.79060545
1994	0.7904342662
1995	0.7902491822
1996	0.7899336001
1997	0.7897570767
1998	0.7895081201
1999	0.7893453325
2000	0.7891889542
2001	0.7889383386
2002	0.7887915542
2003	0.7886338272
2004	0.7885879052
2005	0.7883531413
2006	0.7881055666
2007	0.7878843326
2008	0.7876949059
2009	0.7874872929
2010	0.7872881215
2011	0.7871781178
2012	0.787117792
2013	0.7869485012
2014	0.7867397768
2015	0.7865723185
2016	0.7863532539
2017	0.7862121706
2018	0.7860460477
2019	0.7858512779
2020	0.7857059253
2021	0.7855307366
2022	0.7852582359
2023	0.7852265285
2024	0.7850228589
2025	0.7848213597
2026	0.7845900544
2027	0.7843659544
2028	0.7841904834
2029	0.7841263001
2030	0.7839605617
2031	0.7837179192
2032	0.7835441333
2033	0.7833640497
2034	0.783180937
2035	0.7829928713
2036	0.7829418446
2037	0.7827221994
2038	0.7825373704
2039	0.7822075043
2040	0.7819833791
2041	0.7818340587
2042	0.7816935834
2043	0.781397584
2044	0.7812460843
2045	0.7810853677
2046	0.780926054
2047	0.7807228354
2048	0.7805613482
2049	0.7803248586
2050	0.7801635172
2051	0.7799873244
2052	0.7798150207
2053	0.7796034746
2054	0.7794056532
2055	0.7793368735
2056	0.7791592424
2057	0.7789104585
2058	0.778890392
2059	0.7785887322
2060	0.7784318645
2061	0.7782322638
2062	0.7780407138
2063	0.7777792072
2064	0.7775684374
2065	0.7773774919
2066	0.7772005858
2067	0.777155913
2068	0.7769718506
2069	0.7768096477
2070	0.7766669834
2071	0.7765849538
2072	0.7764786309
2073	0.7763000443
2074	0.7761274489
2075	0.7759419734
2076	0.7757281717
2077	0.7755319287
2078	0.7753551393
2079	0.7752357467
2080	0.7749437965
2081	0.7746662248
2082	0.7744700165
2083	0.7743573221
2084	0.7741485994
2085	0.7739275952
2086	0.7737729629
2087	0.7736357193
2088	0.7734226789
2089	0.7732532764
2090	0.773070205
2091	0.7728598825
2092	0.7726026076
2093	0.7724682493
2094	0.7722111956
2095	0.7719420764
2096	0.771742144
2097	0.7715811586
2098	0.7713660578
2099	0.7711702663
2100	0.7710519321
2101	0.7708875261
2102	0.7705736442
2103	0.7703121062
2104	0.7701102762
2105	0.7699495957
2106	0.7697876272
2107	0.7696473562
2108	0.7694526471
2109	0.7693067093
2110	0.7691111077
2111	0.7690655623
2112	0.7688637169
2113	0.768733257
2114	0.7684948556
2115	0.7683447233
2116	0.7683033191
2117	0.7681140737
2118	0.7679086602
2119	0.7677037035
2120	0.7675658541
2121	0.7674228137
2122	0.7672165393
2123	0.7669975035
2124	0.7669409457
2125	0.7667022446
2126	0.7665328896
2127	0.7663642677
2128	0.7662127353
2129	0.7660745496
2130	0.7659254412
2131	0.7657691778
2132	0.765552638
2133	0.7654238562
2134	0.7652046806
2135	0.7650487312
2136	0.7648828157
2137	0.7646842204
2138	0.7643450733
2139	0.7642305338
2140	0.7640483891
2141	0.7639090101
2142	0.7637233659
2143	0.7635930435
2144	0.7634359368
2145	0.7632445226
2146	0.7631092307
2147	0.7629976373
2148	0.7628228445
2149	0.7626546582
2150	0.7624248746
2151	0.7622066867
2152	0.762067385
2153	0.7619768468
2154	0.7619360968
2155	0.7618004652
2156	0.7615456829
2157	0.7614197929
2158	0.761185969
2159	0.7609733449
2160	0.7608594597
2161	0.7606508028
2162	0.7605409103
2163	0.7603400509
2164	0.7602781783
2165	0.7601265526
2166	0.7599703382
2167	0.7598496338
2168	0.7597221829
2169	0.7595437536
2170	0.7593738793
2171	0.7592412635
2172	0.7590182807
2173	0.7588661746
2174	0.7587058421
2175	0.7584961079
2176	0.7582525835
2177	0.7580832098
2178	0.7579608152
2179	0.7579075444
2180	0.7576079989
2181	0.7573974352
2182	0.7571206363
2183	0.7569685756
2184	0.7567598686
2185	0.7565710891
2186	0.7563758166
2187	0.7562404757
2188	0.7560988687
2189	0.7558469587
2190	0.7557814577
2191	0.7555648375
2192	0.7554642308
2193	0.7553276346
2194	0.7552177663
2195	0.7550518818
2196	0.7548037346
2197	0.7547061489
2198	0.7546719467
2199	0.7545676911
2200	0.7544139107
2201	0.7543680501
2202	0.7542245648
2203	0.7539969669
2204	0.7537560635
2205	0.75370574
2206	0.7535416303
2207	0.753323898
2208	0.7532242765
2209	0.7530987297
2210	0.75289375
2211	0.7526779458
2212	0.7524804812
2213	0.7523553087
2214	0.7521480683
2215	0.7519253949
2216	0.7517756643
2217	0.7516325868
2218	0.7514034362
2219	0.7513689413
2220	0.7512243243
2221	0.7510984747
2222	0.7509482854
2223	0.7507245523
2224	0.7505699092
2225	0.7504295339
2226	0.7503669045
2227	0.7501727237
2228	0.7499853137
2229	0.7498224969
2230	0.7496427651
2231	0.7495121495
2232	0.7493462994
2233	0.749237174
2234	0.7490831605
2235	0.7488911968
2236	0.748690473
2237	0.7485191339
2238	0.7483541376
2239	0.7481300105
2240	0.7480362516
2241	0.7478644814
2242	0.7476236293
2243	0.747398011
2244	0.7471928288
2245	0.747046404
2246	0.7470095586
2247	0.7468241664
2248	0.7467173182
2249	0.7465813337
2250	0.7464270784
2251	0.7462392375
2252	0.7460828104
2253	0.74587679
2254	0.7456740575
2255	0.7454899175
2256	0.7453205942
2257	0.7452889866
2258	0.7452434999
2259	0.7452141437
2260	0.7450923535
2261	0.7449220146
2262	0.74476865
2263	0.7446090957
2264	0.7444077557
2265	0.744240402
2266	0.7441003964
2267	0.7439679523
2268	0.7437878046
2269	0.7436951474
2270	0.7435771521
2271	0.7434396499
2272	0.743258672
2273	0.7430352659
2274	0.7430001202
2275	0.7427324737
2276	0.7425411577
2277	0.7423954545
2278	0.7422077323
2279	0.74199914
2280	0.7417779051
2281	0.7417541223
2282	0.7415456101
2283	0.7413329997
2284	0.7411814271
2285	0.7409749835
2286	0.7407788767
2287	0.7404785057
2288	0.7403142908
2289	0.7402382339
2290	0.7399713104
2291	0.7397934163
2292	0.739574195
2293	0.7392991093
2294	0.739085848
2295	0.7389348346
2296	0.7386847916
2297	0.7385050948
2298	0.7383414804
2299	0.7383142015
2300	0.7381934429
2301	0.7380143604
2302	0.7378108332
2303	0.7376873885
2304	0.7375153229
2305	0.7373553639
2306	0.7371757581
2307	0.7370119079
2308	0.7368867826
2309	0.7365751384
2310	0.7364710493
2311	0.7363518889
2312	0.7361722045
2313	0.7359741208
2314	0.7358851951
2315	0.7357544429
2316	0.7355941668
2317	0.7354091324
2318	0.7353017725
2319	0.7351332833
2320	0.7348596057
2321	0.7345703742
2322	0.7344135701
2323	0.7341223183
2324	0.7339960111
2325	0.7339206007
2326	0.7338221507
2327	0.7336786328
2328	0.7335450924
2329	0.7334484331
2330	0.7332047809
2331	0.7330814975
2332	0.7328746069
2333	0.732684357
2334	0.7324638443
2335	0.7322743412
2336	0.7321152747
2337	0.7319894555
2338	0.7316831644
2339	0.7314886884
2340	0.7312949694
2341	0.7311537704
2342	0.7309219728
2343	0.7307649045
2344	0.7307002082
2345	0.730533589
2346	0.7304837979
2347	0.7302879298
2348	0.7300677972
2349	0.7299524488
2350	0.729799728
2351	0.7296870866
2352	0.7295102906
2353	0.7292932897
2354	0.7291290484
2355	0.7289615727
2356	0.7288780383
2357	0.7287134567
2358	0.7285161701
2359	0.7283735106
2360	0.7282079953
2361	0.7280157667
2362	0.7279245693
2363	0.727901671
2364	0.7276976159
2365	0.7275845521
2366	0.7273907767
2367	0.72723137
2368	0.7270068463
2369	0.7268679728
2370	0.7268242416
2371	0.7266181051
2372	0.7264442239
2373	0.7262515121
2374	0.7262329061
2375	0.7260607871
2376	0.7258754957
2377	0.7256429914
2378	0.7254286887
2379	0.7252481588
2380	0.7250868725
2381	0.7249584613
2382	0.7248804394
2383	0.7247449655
2384	0.7247166727
2385	0.724625683
2386	0.7245169221
2387	0.7243507211
2388	0.7242907109
2389	0.724204663
2390	0.7239968805
2391	0.7238222507
2392	0.7235287193
2393	0.7234433527
2394	0.7233565865
2395	0.7231988248
2396	0.7230875014
2397	0.7228797697
2398	0.7227188417
2399	0.7225475067
2400	0.7223733555
2401	0.7221519623
2402	0.7219812689
2403	0.7218573659
2404	0.7217374508
2405	0.7216124141
2406	0.7214899794
2407	0.7213334439
2408	0.7211164339
2409	0.7209104589
2410	0.7206794116
2411	0.7205101372
2412	0.7203356995
2413	0.7201893945
2414	0.7201594035
2415	0.720014901
2416	0.7198917255
2417	0.7197010432
2418	0.7194381913
2419	0.7192319847
2420	0.7191983372
2421	0.7189879546
2422	0.7188314739
2423	0.7186965469
2424	0.7184709408
2425	0.7183190853
2426	0.718100595
2427	0.7179630149
2428	0.7179159855
2429	0.7177563105
2430	0.7177299261
2431	0.7175775923
2432	0.7173939273
2433	0.7171249328
2434	0.7169930095
2435	0.7167702596
2436	0.7165599263
2437	0.7163851661
2438	0.7161600388
2439	0.7159954643
2440	0.7157260297
2441	0.7155812166
2442	0.7155099443
2443	0.7152085719
2444	0.7149962912
2445	0.7148389582
2446	0.7147209309
2447	0.7146114141
2448	0.7144112446
2449	0.7142442003
2450	0.7141997149
2451	0.71402143
2452	0.7138871199
2453	0.7137359248
2454	0.7135468769
2455	0.7134185964
2456	0.713355912
2457	0.7131825285
2458	0.71301908
2459	0.712933446
2460	0.7127596559
2461	0.7126781715
2462	0.7124848885
2463	0.7123470637
2464	0.7121874216
2465	0.711980306
2466	0.7118507857
2467	0.7116408064
2468	0.7116078503
2469	0.7114281205
2470	0.7111730426
2471	0.7110306549
2472	0.7108515628
2473	0.7106356063
2474	0.710410522
2475	0.7102468991
2476	0.7102130543
2477	0.7100179157
2478	0.7098775207
2479	0.7097741252
2480	0.7096598404
2481	0.7094684583
2482	0.7093911082
2483	0.7093712196
2484	0.7091493592
2485	0.7088989521
2486	0.708742218
2487	0.7085538982
2488	0.708326338
2489	0.7082052617
2490	0.7080108668
2491	0.7077953159
2492	0.7076250615
2493	0.7074532119
2494	0.7072541587
2495	0.7071282081
2496	0.7069618465
2497	0.7067392153
2498	0.706549571
2499	0.706384508
2500	0.7061921476
2501	0.7060387508
2502	0.7057731725
2503	0.7055717286
2504	0.7054418888
2505	0.7053161087
2506	0.7050928931
2507	0.7048545815
2508	0.704728299
2509	0.7045206267
2510	0.7043424575
2511	0.7041531447
2512	0.7040362585
2513	0.7037911782
2514	0.7036015924
2515	0.7034859134
2516	0.7033344498
2517	0.7032218829
2518	0.7030914537
2519	0.7029503722
2520	0.702756418
2521	0.702685954
2522	0.7025158853
2523	0.7023035546
2524	0.7021156259
2525	0.7020045658
2526	0.701843344
2527	0.7016727222
2528	0.7016450258
2529	0.7014814976
2530	0.7012189495
2531	0.7010965116
2532	0.7009391817
2533	0.7008331405
2534	0.7007382375
2535	0.7007044533
2536	0.7006178111
2537	0.7005070974
2538	0.7003427714
2539	0.7001758154
2540	0.6999874851
2541	0.6997783857
2542	0.6996632281
2543	0.6995783373
2544	0.6994167181
2545	0.6992840579
2546	0.6991891789
2547	0.6990373234
2548	0.6988938811
2549	0.6987749436
2550	0.6985315165
2551	0.6983357038
2552	0.6982149676
2553	0.6981254893
2554	0.6979661022
2555	0.6977506965
2556	0.6976425325
2557	0.6974384542
2558	0.6973505775
2559	0.697178891
2560	0.6970533372
2561	0.696910905
2562	0.6967590153
2563	0.6965852542
2564	0.6964570965
2565	0.69638393
2566	0.6962048579
2567	0.6960068297
2568	0.6957273354
2569	0.6955146439
2570	0.6953823092
2571	0.695179655
2572	0.6951106525
2573	0.6949223591
2574	0.6947115153
2575	0.6945907755
2576	0.694445101
2577	0.694249502
2578	0.6941860714
2579	0.6940859664
2580	0.6940001188
2581	0.6939294349
2582	0.6937346396
2583	0.6935567163
2584	0.6933702201
2585	0.6931293637
2586	0.6929931217
2587	0.6929231505
2588	0.6927147911
2589	0.6925252398
2590	0.6923612212
2591	0.6921406978
2592	0.6919119118
2593	0.6916135707
2594	0.6913637234
2595	0.6911757486
2596	0.6910003607
2597	0.6909100883
2598	0.6908135194
2599	0.690687819
2600	0.690515343
2601	0.6903174993
2602	0.6901797882
2603	0.6900484247
2604	0.6897384379
2605	0.6896937809
2606	0.689443982
2607	0.6893606281
2608	0.6893377596
2609	0.6892030959
2610	0.6890435205
2611	0.6889358492
2612	0.6888106694
2613	0.6886773202
2614	0.6884354668
2615	0.6883185271
2616	0.6881540801
2617	0.688124809
2618	0.6880593964
2619	0.6878172107
2620	0.6876877314
2621	0.6876042567
2622	0.6874704409
2623	0.687321736
2624	0.6871521301
2625	0.6869863049
2626	0.6867836442
2627	0.6866637363
2628	0.6865026092
2629	0.6863456326
2630	0.6862381552
2631	0.686111273
2632	0.6859603062
2633	0.6858588546
2634	0.6857532337
2635	0.6856309972
2636	0.6854596813
2637	0.6852864365
2638	0.6850652848
2639	0.6849239044
2640	0.6847297819
2641	0.6846073065
2642	0.6844131309
2643	0.6841945598
2644	0.6840971402
2645	0.6840826222
2646	0.6839893296
2647	0.6838509547
2648	0.6836779295
2649	0.6836359321
2650	0.6834391451
2651	0.6832564336
2652	0.6830659601
2653	0.6829001238
2654	0.682776356
2655	0.6826568525
2656	0.6825020673
2657	0.6823460797
2658	0.6821657955
2659	0.6819721023
2660	0.6818084069
2661	0.681702593
2662	0.6814909187
2663	0.6813280956
2664	0.6812066079
2665	0.6810178426
2666	0.6808991384
2667	0.6807214131
2668	0.6805865151
2669	0.6804293809
2670	0.6802937952
2671	0.6800069598
2672	0.6798346232
2673	0.6797009992
2674	0.6795339266
2675	0.6793578331
2676	0.6791842593
2677	0.6789967088
2678	0.6788314294
2679	0.6786592095
2680	0.6785347065
2681	0.6782467382
2682	0.6780951327
2683	0.6779718797
2684	0.6777976225
2685	0.6776647127
2686	0.6773976031
2687	0.6772270631
2688	0.6771142386
2689	0.676917895
2690	0.6767948083
2691	0.6766539735
2692	0.6764395219
2693	0.6762960832
2694	0.6761345561
2695	0.6759738076
2696	0.6758252484
2697	0.675700412
2698	0.6755721545
2699	0.6754491193
2700	0.6751494951
2701	0.6750411413
2702	0.6748719469
2703	0.6746611892
2704	0.6745879885
2705	0.6744722744
2706	0.6744146118
2707	0.6742594995
2708	0.6741516262
2709	0.6739608365
2710	0.6737991629
2711	0.6736431299
2712	0.6735080352
2713	0.6733435265
2714	0.6732486231
2715	0.6731822884
2716	0.673069814
2717	0.6729267346
2718	0.6727595845
2719	0.6727167799
2720	0.672546983
2721	0.6724016218
2722	0.6722157684
2723	0.6721295835
2724	0.6719809037
2725	0.6718122066
2726	0.6716161631
2727	0.6714554292
2728	0.67127376
2729	0.6710969002
2730	0.6710545632
2731	0.6709027801
2732	0.6707184324
2733	0.6705934374
2734	0.6703840818
2735	0.6701995633
2736	0.6700970689
2737	0.6699445062
2738	0.6697466813
2739	0.6694623615
2740	0.6693139232
2741	0.6691803831
2742	0.6690109463
2743	0.6688196375
2744	0.6686513419
2745	0.6684937271
2746	0.6683021528
2747	0.6681580105
2748	0.6680077804
2749	0.6678282785
2750	0.6676595496
2751	0.6674666012
2752	0.6672757292
2753	0.6671082605
2754	0.6669758763
2755	0.6668330369
2756	0.6666591375
2757	0.6665041014
2758	0.6663310975
2759	0.6662091474
2760	0.6660301084
2761	0.6658518468
2762	0.6656860465
2763	0.6655776406
2764	0.6653571021
2765	0.6652232246
2766	0.6651151815
2767	0.66506437
2768	0.6648765117
2769	0.6647394584
2770	0.66454972
2771	0.6644137464
2772	0.6642660571
2773	0.6641171342
2774	0.663967
2775	0.6638340526
2776	0.6637295032
2777	0.6635774278
2778	0.6634543694
2779	0.6632927
2780	0.6631510783
2781	0.6630236148
2782	0.6629535861
2783	0.6628264135
2784	0.6625908158
2785	0.6624757922
2786	0.6623473453
2787	0.66217251
2788	0.6620363211
2789	0.6619112602
2790	0.6618063179
2791	0.661617274
2792	0.661511614
2793	0.661324328
2794	0.6612560457
2795	0.6610957305
2796	0.6608078198
2797	0.6606995728
2798	0.6605503991
2799	0.6602811607
2800	0.6600707027
2801	0.6599039184
2802	0.6597433083
2803	0.6594773293
2804	0.659354389
2805	0.6592228037
2806	0.6591036173
2807	0.6589199146
2808	0.6587891174
2809	0.6585421819
2810	0.6583208229
2811	0.658224518
2812	0.6581096057
2813	0.6579831101
2814	0.6578592593
2815	0.657725704
2816	0.6576155635
2817	0.6575070842
2818	0.6573413132
2819	0.6571720893
2820	0.6570604294
2821	0.6569329847
2822	0.6567066396
2823	0.6565875152
2824	0.6563286112
2825	0.656235053
2826	0.6560916765
2827	0.65589428
2828	0.6558245174
2829	0.6556736107
2830	0.6556058801
2831	0.655421888
2832	0.6553000933
2833	0.6550725836
2834	0.6548988068
2835	0.6547178876
2836	0.6545395683
2837	0.6544508484
2838	0.654288545
2839	0.6541505085
2840	0.6539748524
2841	0.6538624107
2842	0.653673846
2843	0.6534993353
2844	0.6533654834
2845	0.6533412505
2846	0.6531727056
2847	0.6530170674
2848	0.6528481636
2849	0.6527106296
2850	0.6526442114
2851	0.6525569289
2852	0.6524551235
2853	0.6523102956
2854	0.6521614354
2855	0.6519537824
2856	0.6518865139
2857	0.6518510391
2858	0.65171654
2859	0.651587084
2860	0.6514037981
2861	0.6512361465
2862	0.651100493
2863	0.6509784999
2864	0.6508606089
2865	0.6507759617
2866	0.6506128263
2867	0.6504504604
2868	0.6503736459
2869	0.6501892867
2870	0.6500596566
2871	0.6500085965
2872	0.6499061464
2873	0.6497343169
2874	0.6496060018
2875	0.649424008
2876	0.6492776486
2877	0.6491256178
2878	0.6490071812
2879	0.6487996379
2880	0.6486509571
2881	0.6485171586
2882	0.6483801998
2883	0.6482929031
2884	0.6481418076
2885	0.647960571
2886	0.6477664668
2887	0.6476977105
2888	0.6476685319
2889	0.6474144199
2890	0.6472975108
2891	0.6471146464
2892	0.6469463104
2893	0.6468177115
2894	0.6466892297
2895	0.6465107949
2896	0.6464736583
2897	0.6463060139
2898	0.6461144884
2899	0.6459888304
2900	0.645821218
2901	0.6456707862
2902	0.645476741
2903	0.6451986828
2904	0.6450475723
2905	0.6449323744
2906	0.6447830842
2907	0.6447194434
2908	0.6444348312
2909	0.6443176314
2910	0.6441546365
2911	0.6439181412
2912	0.6438860108
2913	0.64368339
2914	0.6436325129
2915	0.6434181852
2916	0.6433040461
2917	0.6431383729
2918	0.6430646354
2919	0.6429241789
2920	0.6428658442
2921	0.6426100358
2922	0.6424992549
2923	0.6423936162
2924	0.6422459681
2925	0.6420934809
2926	0.64195408
2927	0.6419178136
2928	0.641789196
2929	0.641679947
2930	0.6415425582
2931	0.6414205701
2932	0.6412759503
2933	0.6411687195
2934	0.6410021047
2935	0.6407919587
2936	0.6406594692
2937	0.6405699801
2938	0.6404586289
2939	0.6403566476
2940	0.6402308762
2941	0.6401415122
2942	0.6400507067
2943	0.639871918
2944	0.6397385802
2945	0.6397039992
2946	0.6396261165
2947	0.6394521373
2948	0.6393196313
2949	0.6391104164
2950	0.6389813329
2951	0.6387943776
2952	0.6386491478
2953	0.6385133068
2954	0.6384257932
2955	0.6382104464
2956	0.6380147758
2957	0.6378869268
2958	0.6378427573
2959	0.6376802683
2960	0.6375171554
2961	0.6373982338
2962	0.6372375165
2963	0.637115915
2964	0.6369491521
2965	0.6367867394
2966	0.6365014561
2967	0.6363987079
2968	0.6363115018
2969	0.6361696781
2970	0.6360013846
2971	0.6358765405
2972	0.6357606198
2973	0.6357023512
2974	0.6355541307
2975	0.6354307425
2976	0.6352752974
2977	0.6351492364
2978	0.6351308375
2979	0.6349742201
2980	0.6348820615
2981	0.634740689
2982	0.6345839226
2983	0.6344898875
2984	0.6343156323
2985	0.6342053518
2986	0.6340398336
2987	0.6339714914
2988	0.6338207275
2989	0.6336475101
2990	0.6335830788
2991	0.633435206
2992	0.6332751713
2993	0.6331173775
2994	0.6330349315
2995	0.6328467902
2996	0.6327003624
2997	0.632582598
2998	0.6324381381
2999	0.6322669349
