iter	RMSE
230	1.215576172
231	1.215311392
232	1.214889525
233	1.214550681
234	1.214263752
235	1.214099046
236	1.213805134
237	1.213492659
238	1.213212916
239	1.21290332
240	1.212601737
241	1.212292305
242	1.21199458
243	1.211684758
244	1.211406756
245	1.211120316
246	1.210820107
247	1.210454709
248	1.210115864
249	1.20987966
250	1.209612638
251	1.209385446
252	1.208976341
253	1.208694719
254	1.208423021
255	1.208052045
256	1.207603122
257	1.207428526
258	1.207170148
259	1.206938475
260	1.206604511
261	1.20631316
262	1.206148836
263	1.20598707
264	1.20577978
265	1.20553017
266	1.20521666
267	1.205051417
268	1.204804521
269	1.204637591
270	1.204465459
271	1.204388597
272	1.204063215
273	1.203868781
274	1.203538972
275	1.203205535
276	1.202897219
277	1.202746041
278	1.202429988
279	1.202252908
280	1.202115161
281	1.201803219
282	1.201689935
283	1.201337216
284	1.20110064
285	1.200881276
286	1.200565148
287	1.200310068
288	1.200097206
289	1.199812197
290	1.199620191
291	1.199341372
292	1.199079193
293	1.198785359
294	1.198629781
295	1.19841913
296	1.198145305
297	1.197900143
298	1.197619993
299	1.197473936
300	1.197310913
301	1.197045093
302	1.196916019
303	1.196835186
304	1.196651659
305	1.196419186
306	1.196107166
307	1.195946529
308	1.195715768
309	1.195506589
310	1.195352552
311	1.195235166
312	1.195011549
313	1.194840431
314	1.19458526
315	1.194332934
316	1.194162155
317	1.193928382
318	1.193767388
319	1.193571134
320	1.193385004
321	1.193210509
322	1.192952557
323	1.1928675
324	1.192704186
325	1.192502612
326	1.192247597
327	1.191872384
328	1.191651044
329	1.191440337
330	1.191291119
331	1.191083091
332	1.190832286
333	1.190660603
334	1.190482999
335	1.190150835
336	1.190005085
337	1.189774669
338	1.189438271
339	1.18905531
340	1.188875904
341	1.18852834
342	1.188286374
343	1.188107278
344	1.18792743
345	1.187610308
346	1.187380732
347	1.187160638
348	1.186928104
349	1.186763097
350	1.186582616
351	1.186302284
352	1.186173974
353	1.185795683
354	1.185613904
355	1.185401886
356	1.185125913
357	1.184898135
358	1.18479016
359	1.184623246
360	1.184276895
361	1.184135203
362	1.183921614
363	1.183627068
364	1.183394223
365	1.183169194
366	1.183017525
367	1.182783381
368	1.182392713
369	1.182262032
370	1.182123429
371	1.181808766
372	1.181531947
373	1.181170666
374	1.181028397
375	1.18066513
376	1.180494819
377	1.180356345
378	1.1801592
379	1.179968045
380	1.179597177
381	1.179205367
382	1.179065945
383	1.178904693
384	1.178735329
385	1.178528507
386	1.178446511
387	1.178264845
388	1.178055604
389	1.177912024
390	1.177649663
391	1.177317356
392	1.177078337
393	1.176779099
394	1.176540777
395	1.176277722
396	1.175999073
397	1.175838615
398	1.175488479
399	1.175145856
400	1.174809201
401	1.174580997
402	1.174255257
403	1.174138995
404	1.17397079
405	1.173577068
406	1.173385546
407	1.173145076
408	1.172911976
409	1.172772676
410	1.172403243
411	1.172194911
412	1.171856911
413	1.171637558
414	1.171331249
415	1.171163941
416	1.171026599
417	1.170732412
418	1.170554063
419	1.170409734
420	1.1702083
421	1.169907343
422	1.169582473
423	1.169300644
424	1.16908427
425	1.16882471
426	1.16863205
427	1.16833683
428	1.16798685
429	1.167732116
430	1.167514829
431	1.167348389
432	1.167059398
433	1.16689062
434	1.166745621
435	1.166441907
436	1.166166357
437	1.166093879
438	1.165842944
439	1.165770779
440	1.165467977
441	1.165340779
442	1.165119737
443	1.164718262
444	1.164503724
445	1.164356523
446	1.164208813
447	1.164062465
448	1.163851583
449	1.16349059
450	1.163229135
451	1.162927956
452	1.162637046
453	1.162491945
454	1.162334119
455	1.162193038
456	1.161840769
457	1.16160332
458	1.161380099
459	1.160995117
460	1.160522848
461	1.160198701
462	1.159949398
463	1.159601631
464	1.159263224
465	1.158928969
466	1.158687964
467	1.15836584
468	1.158053182
469	1.15791607
470	1.157803392
471	1.157545451
472	1.157254952
473	1.157128594
474	1.15701805
475	1.156653705
476	1.156309027
477	1.156167453
478	1.155910611
479	1.155631073
480	1.155468149
481	1.155086833
482	1.154679941
483	1.154508241
484	1.154379907
485	1.154271593
486	1.15385661
487	1.153601603
488	1.153558555
489	1.153222067
490	1.152836942
491	1.152690439
492	1.152376523
493	1.152126326
494	1.151849571
495	1.151694417
496	1.151419915
497	1.151180184
498	1.150871754
499	1.150538073
500	1.150263643
501	1.149886441
502	1.149481635
503	1.149324475
504	1.148873693
505	1.148677514
506	1.148399631
507	1.148035636
508	1.147899201
509	1.147513932
510	1.147178419
511	1.146793315
512	1.146361622
513	1.145941156
514	1.145593504
515	1.145279264
516	1.14485043
517	1.144593515
518	1.144259711
519	1.14397245
520	1.143673814
521	1.143249782
522	1.143148429
523	1.143007279
524	1.142637053
525	1.14238551
526	1.142187671
527	1.141903953
528	1.141478651
529	1.141165865
530	1.140807848
531	1.140673515
532	1.140532786
533	1.14037898
534	1.140090421
535	1.1397279
536	1.139406794
537	1.139193791
538	1.138795274
539	1.138399959
540	1.137980032
541	1.137675358
542	1.137219395
543	1.136809859
544	1.1365716
545	1.136450048
546	1.136191018
547	1.135794378
548	1.135514646
549	1.135332821
550	1.135016599
551	1.134692676
552	1.134389384
553	1.134085946
554	1.133732522
555	1.133500468
556	1.133413577
557	1.13300543
558	1.13257129
559	1.13221944
560	1.131974732
561	1.131802389
562	1.131438829
563	1.131275627
564	1.130947994
565	1.130668586
566	1.130573429
567	1.130227413
568	1.129839974
569	1.129523109
570	1.129377602
571	1.129057844
572	1.128643331
573	1.128533182
574	1.12815723
575	1.127805845
576	1.127365072
577	1.127190486
578	1.127052345
579	1.126674779
580	1.126306954
581	1.125861169
582	1.125677037
583	1.12531429
584	1.124963173
585	1.124566328
586	1.124235053
587	1.123917333
588	1.123579361
589	1.123229583
590	1.122818623
591	1.122506931
592	1.122112054
593	1.121998391
594	1.121718907
595	1.121344565
596	1.121262759
597	1.121142542
598	1.120782877
599	1.120601132
600	1.120252783
601	1.119966905
602	1.119581525
603	1.119460846
604	1.119283316
605	1.119036856
606	1.118643955
607	1.118350285
608	1.118006085
609	1.117701041
610	1.117407455
611	1.117093689
612	1.11674754
613	1.116328262
614	1.116075047
615	1.115658872
616	1.11533395
617	1.115004918
618	1.114706021
619	1.114541097
620	1.114151223
621	1.113772701
622	1.113392461
623	1.113159374
624	1.11281663
625	1.112399381
626	1.112173937
627	1.112085845
628	1.111998433
629	1.111613718
630	1.11114433
631	1.11072821
632	1.11048539
633	1.110176341
634	1.109941778
635	1.1097128
636	1.10935153
637	1.109017969
638	1.108606445
639	1.108384219
640	1.108100192
641	1.107755584
642	1.107538123
643	1.107166715
644	1.106900687
645	1.10649605
646	1.106129917
647	1.105789843
648	1.105401207
649	1.105114782
650	1.10479565
651	1.104580055
652	1.104448113
653	1.104043806
654	1.103796801
655	1.103494779
656	1.103120578
657	1.102953439
658	1.102584055
659	1.102327493
660	1.101961534
661	1.101670803
662	1.101426509
663	1.101182069
664	1.100781775
665	1.100526819
666	1.100350062
667	1.100114153
668	1.09989799
669	1.099520006
670	1.099144843
671	1.098768691
672	1.098605965
673	1.098217955
674	1.097896069
675	1.097513378
676	1.097120179
677	1.096960496
678	1.09662175
679	1.096475416
680	1.096204145
681	1.095877355
682	1.095741501
683	1.095436284
684	1.095105156
685	1.094806301
686	1.094419825
687	1.094120341
688	1.093771231
689	1.093626302
690	1.093308816
691	1.092943942
692	1.092709002
693	1.092274338
694	1.091904828
695	1.091607361
696	1.091487369
697	1.091130594
698	1.090761198
699	1.090487569
700	1.090189614
701	1.089899798
702	1.089529167
703	1.089101879
704	1.088727733
705	1.088659038
706	1.088570917
707	1.088309904
708	1.088215541
709	1.087922728
710	1.087824926
711	1.087575957
712	1.087277176
713	1.087046087
714	1.086976932
715	1.086537743
716	1.086182234
717	1.085939462
718	1.085813197
719	1.085597523
720	1.085307767
721	1.08515965
722	1.084917372
723	1.084642217
724	1.084360545
725	1.084001216
726	1.083918925
727	1.083530534
728	1.083236035
729	1.082882121
730	1.082606375
731	1.082432534
732	1.082124318
733	1.081832653
734	1.081576053
735	1.081250537
736	1.081127811
737	1.080921181
738	1.080648995
739	1.080390997
740	1.080020605
741	1.079816499
742	1.079507163
743	1.079302645
744	1.07897642
745	1.078635216
746	1.078322438
747	1.077965663
748	1.077612631
749	1.077310861
750	1.076977477
751	1.076558629
752	1.076349933
753	1.076109934
754	1.075836006
755	1.075481663
756	1.075124797
757	1.074767605
758	1.074452734
759	1.074275923
760	1.074197337
761	1.073874762
762	1.073521142
763	1.073304298
764	1.073010574
765	1.072695119
766	1.072462451
767	1.072195922
768	1.072128804
769	1.071810389
770	1.071532148
771	1.071462305
772	1.071250893
773	1.070868909
774	1.070541515
775	1.070187605
776	1.070091394
777	1.069762362
778	1.069438958
779	1.069278821
780	1.068881498
781	1.068574083
782	1.068287595
783	1.067945455
784	1.067598139
785	1.067307647
786	1.067098656
787	1.066902673
788	1.066792336
789	1.066555538
790	1.066406429
791	1.065963095
792	1.065698327
793	1.065465591
794	1.065225285
795	1.065128427
796	1.064863803
797	1.064639445
798	1.064451849
799	1.064041125
800	1.063786999
801	1.063488683
802	1.063235784
803	1.062986231
804	1.062647541
805	1.062347665
806	1.062140022
807	1.0618635
808	1.061572876
809	1.061449417
810	1.061171887
811	1.060881777
812	1.060734338
813	1.060521215
814	1.060191816
815	1.059864998
816	1.059625772
817	1.059218245
818	1.058825471
819	1.058491628
820	1.058108872
821	1.057737069
822	1.057367746
823	1.056968301
824	1.05657212
825	1.056151426
826	1.055932119
827	1.055668421
828	1.055522009
829	1.055451196
830	1.055231249
831	1.054918862
832	1.054646429
833	1.054562613
834	1.054215099
835	1.05393769
836	1.05355447
837	1.053192149
838	1.05302948
839	1.052793172
840	1.052420915
841	1.052300583
842	1.051952908
843	1.051666961
844	1.051225171
845	1.050912035
846	1.050595412
847	1.050464882
848	1.050093238
849	1.049927737
850	1.049641338
851	1.049342191
852	1.049220556
853	1.048924362
854	1.048543137
855	1.04830729
856	1.048026044
857	1.047681578
858	1.047441599
859	1.047030271
860	1.046652988
861	1.046371112
862	1.04607588
863	1.045718202
864	1.045438995
865	1.045180025
866	1.044824546
867	1.044546378
868	1.044257953
869	1.043930421
870	1.043855391
871	1.043555464
872	1.043269141
873	1.043063516
874	1.042784846
875	1.042406321
876	1.042133791
877	1.041767124
878	1.041423474
879	1.041128595
880	1.040712416
881	1.040635867
882	1.040276836
883	1.039996614
884	1.039624399
885	1.039472962
886	1.039334371
887	1.038999919
888	1.038586149
889	1.038295393
890	1.038034089
891	1.037803067
892	1.037441239
893	1.037023198
894	1.03670123
895	1.036437006
896	1.036294617
897	1.036035956
898	1.035800581
899	1.035411685
900	1.035097243
901	1.034774239
902	1.034457839
903	1.034199195
904	1.033766166
905	1.033455036
906	1.03323925
907	1.033017938
908	1.032755723
909	1.03249065
910	1.032174667
911	1.031950373
912	1.031669149
913	1.03141439
914	1.031185465
915	1.03086896
916	1.03066079
917	1.030473732
918	1.030185813
919	1.029925417
920	1.029621903
921	1.029448071
922	1.029048222
923	1.028727176
924	1.0284316
925	1.028132254
926	1.027938279
927	1.027634803
928	1.027361677
929	1.027100558
930	1.026837122
931	1.026592696
932	1.026321487
933	1.026016366
934	1.025774042
935	1.025492896
936	1.025181407
937	1.024840244
938	1.024600928
939	1.024344159
940	1.02394928
941	1.023612726
942	1.023270198
943	1.022958181
944	1.022656085
945	1.022421209
946	1.022156225
947	1.022073782
948	1.021685839
949	1.021517542
950	1.021458929
951	1.021141679
952	1.020895722
953	1.020554861
954	1.020424106
955	1.020100898
956	1.019807514
957	1.01961213
958	1.019282541
959	1.019039369
960	1.018787546
961	1.018590538
962	1.018336273
963	1.01806745
964	1.017856477
965	1.017532163
966	1.017315659
967	1.016971322
968	1.016688229
969	1.016303573
970	1.016064137
971	1.015774418
972	1.015547437
973	1.015286385
974	1.014985154
975	1.014631545
976	1.014524086
977	1.014294709
978	1.014025682
979	1.013942911
980	1.013821369
981	1.013614841
982	1.013244339
983	1.013070621
984	1.012756235
985	1.012403143
986	1.012334156
987	1.012113679
988	1.011827313
989	1.01161323
990	1.01129723
991	1.011008589
992	1.010786588
993	1.010708753
994	1.010433821
995	1.010166603
996	1.009859059
997	1.009587573
998	1.00928756
999	1.008926469
1000	1.008637373
1001	1.008293949
1002	1.008120344
1003	1.007804585
1004	1.007522475
1005	1.007125491
1006	1.006874512
1007	1.006813283
1008	1.006525724
1009	1.006202168
1010	1.006016101
1011	1.005790936
1012	1.005479326
1013	1.005192477
1014	1.004923503
1015	1.004651384
1016	1.004286851
1017	1.004141177
1018	1.003836323
1019	1.003728587
1020	1.003461078
1021	1.003067956
1022	1.002848169
1023	1.002573158
1024	1.002299817
1025	1.00200637
1026	1.001628842
1027	1.001422464
1028	1.00134055
1029	1.001013601
1030	1.00068457
1031	1.000376688
1032	1.000046835
1033	0.9999674732
1034	0.9996789419
1035	0.9996154736
1036	0.999528355
1037	0.99932682
1038	0.9992272746
1039	0.9988881712
1040	0.9985391941
1041	0.998348476
1042	0.9979382313
1043	0.9976322198
1044	0.9975107617
1045	0.9972827144
1046	0.9969555892
1047	0.9966359928
1048	0.9963151905
1049	0.9962517118
1050	0.9961783219
1051	0.9959108065
1052	0.9955492588
1053	0.9954058361
1054	0.9951944625
1055	0.9947349108
1056	0.9946722649
1057	0.9944212579
1058	0.9940846378
1059	0.9939013697
1060	0.9935763794
1061	0.993259523
1062	0.993041572
1063	0.9928259293
1064	0.9927524933
1065	0.9924145839
1066	0.9921055153
1067	0.9920196318
1068	0.9919317218
1069	0.9916970503
1070	0.9914509941
1071	0.9911907022
1072	0.9911324351
1073	0.9908852887
1074	0.9905628069
1075	0.9902467208
1076	0.9898337725
1077	0.9894953915
1078	0.9894099748
1079	0.9890356132
1080	0.9888047896
1081	0.9884857711
1082	0.9882935187
1083	0.9879881488
1084	0.9875636424
1085	0.9872783061
1086	0.9870179826
1087	0.9867972402
1088	0.9865715065
1089	0.9863344184
1090	0.9862465319
1091	0.9861767317
1092	0.9858880821
1093	0.9856161899
1094	0.9852915874
1095	0.9849978426
1096	0.9846877583
1097	0.9844468777
1098	0.9842135135
1099	0.9838967627
1100	0.9836415019
1101	0.9832822221
1102	0.9830399582
1103	0.982713819
1104	0.9825281463
1105	0.9823125864
1106	0.9820190246
1107	0.9818470397
1108	0.981595807
1109	0.9814418373
1110	0.9812729133
1111	0.9811372311
1112	0.980843993
1113	0.9805883577
1114	0.9802961699
1115	0.9801325888
1116	0.979858577
1117	0.9796300406
1118	0.9791689779
1119	0.9789810206
1120	0.978691399
1121	0.9784263023
1122	0.978362406
1123	0.9782631312
1124	0.9780545472
1125	0.9778175146
1126	0.9775405321
1127	0.9774666421
1128	0.9771675712
1129	0.9769603192
1130	0.9768661583
1131	0.9766264285
1132	0.9764187219
1133	0.9760012656
1134	0.9756722348
1135	0.975299421
1136	0.9752253206
1137	0.9750202802
1138	0.9749287032
1139	0.9745669661
1140	0.974473224
1141	0.9740673209
1142	0.9737244159
1143	0.9734183429
1144	0.9732465023
1145	0.9730051105
1146	0.9727950071
1147	0.9726208826
1148	0.9723299346
1149	0.9720428531
1150	0.9718297055
1151	0.9715334955
1152	0.97124547
1153	0.9710215368
1154	0.9706417222
1155	0.9704109406
1156	0.9701145241
1157	0.970045136
1158	0.9698325065
1159	0.9695174397
1160	0.9692498434
1161	0.9688840602
1162	0.9685877438
1163	0.9683879954
1164	0.9681556229
1165	0.967876535
1166	0.9677137852
1167	0.9676314387
1168	0.9673535376
1169	0.9671465608
1170	0.9669286419
1171	0.9666904046
1172	0.9663899923
1173	0.9661191549
1174	0.9659250596
1175	0.9655599195
1176	0.9652806488
1177	0.9651798098
1178	0.965110603
1179	0.9648092249
1180	0.9645065725
1181	0.9642729396
1182	0.9639091972
1183	0.9638317556
1184	0.9635815981
1185	0.9633828523
1186	0.9630075549
1187	0.9628813718
1188	0.9625866008
1189	0.962310242
1190	0.9620195706
1191	0.9619317708
1192	0.9617693065
1193	0.9614886861
1194	0.9612270713
1195	0.9609851822
1196	0.9607039326
1197	0.9603214947
1198	0.9600094017
1199	0.9598001418
1200	0.959526239
1201	0.9592197894
1202	0.9589216041
1203	0.9586532475
1204	0.9584175401
1205	0.9581679132
1206	0.957869936
1207	0.9575538098
1208	0.957429271
1209	0.9571106448
1210	0.9567911983
1211	0.9564695278
1212	0.9562150748
1213	0.9559787956
1214	0.9557040799
1215	0.9554439761
1216	0.9551848796
1217	0.955118323
1218	0.9549027165
1219	0.9545761759
1220	0.9543756102
1221	0.9541191602
1222	0.9540183599
1223	0.9538381207
1224	0.9536197978
1225	0.9533687457
1226	0.9532663109
1227	0.9530198781
1228	0.9529495771
1229	0.9527464192
1230	0.9525328301
1231	0.9523235211
1232	0.9520456642
1233	0.9519371248
1234	0.9516839634
1235	0.9513689517
1236	0.9511388948
1237	0.9508550719
1238	0.9506335633
1239	0.950332113
1240	0.9501047848
1241	0.9498417128
1242	0.9496978256
1243	0.9493836176
1244	0.9492187809
1245	0.9488797888
1246	0.9486122606
1247	0.9485235817
1248	0.9483647841
1249	0.9480251345
1250	0.9479010517
1251	0.9475834116
1252	0.947302505
1253	0.9470067571
1254	0.9467328059
1255	0.9463987502
1256	0.9461459185
1257	0.9458746071
1258	0.9455760292
1259	0.9453186907
1260	0.9452482791
1261	0.9450874161
1262	0.9447014437
1263	0.9444973815
1264	0.9443019825
1265	0.9439334809
1266	0.9436007919
1267	0.9433310411
1268	0.9432177602
1269	0.9431265201
1270	0.9429114106
1271	0.9426644611
1272	0.9423753356
1273	0.9420837093
1274	0.941819226
1275	0.9415520214
1276	0.9412249057
1277	0.9409076932
1278	0.940730753
1279	0.9405111438
1280	0.9403295912
1281	0.9401757131
1282	0.9398997534
1283	0.9397701506
1284	0.9394556252
1285	0.9392723692
1286	0.9391631951
1287	0.9390801962
1288	0.939022496
1289	0.9387806657
1290	0.9385858842
1291	0.9384222028
1292	0.9381408781
1293	0.937870082
1294	0.9376369768
1295	0.9372773306
1296	0.9371022798
1297	0.9367817532
1298	0.9365550835
1299	0.9364064636
1300	0.9362743344
1301	0.9360181156
1302	0.9358423288
1303	0.9355757503
1304	0.9353821508
1305	0.9351261582
1306	0.9349865994
1307	0.9346853034
1308	0.9343999469
1309	0.9340573655
1310	0.933857947
1311	0.933754083
1312	0.9335376093
1313	0.9333026496
1314	0.9330794805
1315	0.932762599
1316	0.9325082326
1317	0.9323024286
1318	0.9322283575
1319	0.9319390677
1320	0.9317469811
1321	0.9315238261
1322	0.9312526387
1323	0.9309593224
1324	0.9307053243
1325	0.9303659308
1326	0.9301290389
1327	0.9299384112
1328	0.9298822242
1329	0.9293865829
1330	0.9291033643
1331	0.9288730517
1332	0.9286597246
1333	0.9283329647
1334	0.9281610467
1335	0.9279381859
1336	0.9275744033
1337	0.9273886803
1338	0.9271287633
1339	0.9268107949
1340	0.9265088335
1341	0.9262892574
1342	0.9260516148
1343	0.9257962001
1344	0.9255489233
1345	0.9252597048
1346	0.9250249786
1347	0.9248520259
1348	0.9246012666
1349	0.924258743
1350	0.9240511828
1351	0.9238196253
1352	0.9236231535
1353	0.9233518287
1354	0.9230575152
1355	0.9228005525
1356	0.9224799259
1357	0.922250737
1358	0.9221451803
1359	0.9219985027
1360	0.9217803268
1361	0.9217152004
1362	0.9215068415
1363	0.9211985735
1364	0.9210074948
1365	0.9207443874
1366	0.9203845564
1367	0.9201191878
1368	0.9200568429
1369	0.9197664468
1370	0.919384087
1371	0.9191543491
1372	0.9190574085
1373	0.9188070175
1374	0.9184744825
1375	0.9182011579
1376	0.9178576495
1377	0.9175902534
1378	0.9174453514
1379	0.9172515401
1380	0.9170848929
1381	0.9169147593
1382	0.9167219015
1383	0.9164130527
1384	0.9161688748
1385	0.9159501466
1386	0.9156946415
1387	0.915341805
1388	0.915044704
1389	0.9147261872
1390	0.9145429482
1391	0.9143647949
1392	0.9141298639
1393	0.9138845662
1394	0.9136660839
1395	0.9134680381
1396	0.9132330969
1397	0.912963233
1398	0.9127126626
1399	0.912558053
1400	0.9123009864
1401	0.91190246
1402	0.9117228988
1403	0.9115223629
1404	0.9112241298
1405	0.9110322226
1406	0.9107442534
1407	0.9105303801
1408	0.9103788623
1409	0.910071362
1410	0.9097973216
1411	0.9095839042
1412	0.9092709886
1413	0.9091509889
1414	0.9088804543
1415	0.9085744003
1416	0.9081921301
1417	0.9081317569
1418	0.9079062484
1419	0.9076517078
1420	0.9073484687
1421	0.9072257868
1422	0.9070771891
1423	0.9069254964
1424	0.9065835734
1425	0.906349482
1426	0.9061829102
1427	0.9061197703
1428	0.9058296214
1429	0.9054958139
1430	0.9053898149
1431	0.9052033958
1432	0.9050251763
1433	0.9048584202
1434	0.9046673666
1435	0.9043833644
1436	0.9040061819
1437	0.9038259019
1438	0.903584161
1439	0.9034098309
1440	0.9032222729
1441	0.9029324596
1442	0.9027124673
1443	0.9025411915
1444	0.9023956538
1445	0.9021687264
1446	0.901927741
1447	0.9015964005
1448	0.9015204094
1449	0.9012112822
1450	0.90101074
1451	0.9007883017
1452	0.9005488629
1453	0.9003367379
1454	0.9001674824
1455	0.8999734628
1456	0.8997166917
1457	0.8994627283
1458	0.8992937853
1459	0.899084708
1460	0.8988993328
1461	0.8986363148
1462	0.8985464204
1463	0.8983908837
1464	0.8982053124
1465	0.897926816
1466	0.8976428276
1467	0.8974279594
1468	0.897362292
1469	0.8971364842
1470	0.8969356708
1471	0.8965761653
1472	0.8962141805
1473	0.8959765378
1474	0.8956979068
1475	0.8954889005
1476	0.8952353044
1477	0.8950591432
1478	0.8948824326
1479	0.894656047
1480	0.8945342651
1481	0.894341074
1482	0.8942567367
1483	0.8939977788
1484	0.8938022949
1485	0.8937082826
1486	0.8934380975
1487	0.8931825351
1488	0.8928795429
1489	0.8925861467
1490	0.8924751566
1491	0.8921936092
1492	0.8920284989
1493	0.891755419
1494	0.8914618593
1495	0.8912380424
1496	0.8910023953
1497	0.8907993994
1498	0.8905268771
1499	0.8903005829
1500	0.8899947328
1501	0.8897310533
1502	0.8895579661
1503	0.8893807313
1504	0.8891492649
1505	0.888955816
1506	0.8887285764
1507	0.8884736454
1508	0.8881965689
1509	0.8880658393
1510	0.8879756209
1511	0.8878195137
1512	0.8877034745
1513	0.8874857758
1514	0.887210961
1515	0.8869036624
1516	0.8867357693
1517	0.8864715326
1518	0.8862834723
1519	0.8860182143
1520	0.8858323042
1521	0.8856696944
1522	0.8855553455
1523	0.8853308205
1524	0.8851606698
1525	0.8848728484
1526	0.8846736742
1527	0.8843977342
1528	0.8841085545
1529	0.8838081972
1530	0.8837016879
1531	0.8834954147
1532	0.8833189587
1533	0.8830565143
1534	0.8828203274
1535	0.8826357567
1536	0.8825540859
1537	0.8824262805
1538	0.8821665568
1539	0.8819045175
1540	0.8816184836
1541	0.8814119414
1542	0.8811000953
1543	0.8808899998
1544	0.8806013524
1545	0.880523275
1546	0.8804714395
1547	0.880250544
1548	0.879989516
1549	0.8798044329
1550	0.8795758999
1551	0.8794296057
1552	0.8792131671
1553	0.8790307225
1554	0.8787538191
1555	0.8784427573
1556	0.8783228422
1557	0.8781831095
1558	0.8780115144
1559	0.8778188517
1560	0.8775686062
1561	0.8773400516
1562	0.8771584081
1563	0.8769576648
1564	0.8766841027
1565	0.8764822999
1566	0.8762488742
1567	0.8759617222
1568	0.8757924302
1569	0.8757165809
1570	0.8755002577
1571	0.8752594996
1572	0.8750552154
1573	0.8748376731
1574	0.874673742
1575	0.8744578
1576	0.8742342443
1577	0.874180282
1578	0.8740317489
1579	0.8737576978
1580	0.8735384982
1581	0.8732082611
1582	0.8729071935
1583	0.8727142634
1584	0.8723413188
1585	0.8720972656
1586	0.8718900517
1587	0.8716989652
1588	0.8714581811
1589	0.8711932451
1590	0.8710555842
1591	0.8708808543
1592	0.8706872692
1593	0.8706340609
1594	0.8703674185
1595	0.8701108641
1596	0.8699160953
1597	0.869645047
1598	0.8693148428
1599	0.8691139149
1600	0.869058164
1601	0.8688685897
1602	0.8686789948
1603	0.8682339026
1604	0.8680495837
1605	0.8677012985
1606	0.8675793849
